PropertyReferenceID,Name,Address,PostcodeZip,Telephone,Fax,Resort,ResortID,Region,RegionID,Country,PropertyType,Rating,Latitude,Longitude
165605,Residence Le Nazioni,"Via Bradano, 6",65015,+39 085835445,,Montesilvano,858,Abruzzo,409,Italy,Residence,0,42.50438025,14.17254567
165607,Araja Villa & Suite,Contrada Sauci,91010,+39 0923 974076,,San Vito lo Capo,129,Sicily,3,Italy,Hotel,0,38.15562,12.7667
165613,Hotel Club Albano,"Via Scalo Marittimo, 35",71012,+39 3701414006,,Rodi Garganico,7,Gargano,75,Italy,Hotel,3,41.92995,15.8866
165615,7Pines Resort Sardinia,Località Mucchi Bianchi,07021,+39 078999880,,Baja Sardinia,775,Olbia & Vicinity,6,Italy,Hotel,5,41.13502,9.4724
165617,Mangia’s Santa Teresa Sardinia Curio Collection by Hilton,"Via Aldebaran, 1",72028,+39 0789756040,+39 0918486024,Santa Teresa di Gallura,198,Olbia & Vicinity,6,Italy,Hotel Club,5,41.22189,9.16677
165619,Ferrini Home Etnea Portrait,"Via Etnea, 183",95124,+39 0950932592,,Catania,54,Sicily,3,Italy,Appartamento,0,37.50915,15.08565
165620,Ferrini Home Rindone 6,"Via Rindone, 6",95128,+39 0950932592,,Catania,54,Sicily,3,Italy,Appartamento,0,37.51594,15.08691
165627,Hotel Arcangelo - Salina,"Via Roma, 62",98050,+39 0909843260,,Salina Island,11,Sicily,3,Italy,Hotel,3,38.56142,14.87158
165629,Lo Nardo Accommodation,"Vico Ulisse, 32",98055,+39 090 9880431,,Lipari Island,3,Sicily,3,Italy,Case Vacanza,0,38.46905,14.95545
165630,Sweet Life Casa Vacanze,Via salita meligunis Snc,98050,+39 0909811540 / +39 3381392816,,Lipari Island,3,Sicily,3,Italy,Case Vacanza,0,38.46906,14.95585
165638,Hotel Adriatico,"Via G. Tartini, 34",73039,+39 0833544737,,Tricase,83,Salento,77,Italy,Hotel,3,39.93453,18.35312
165639,Mercatovecchio Luxury Suites,"Via del Carbone, 1",33100,+39 0432500027,,Udine,720,Friuli-Venezia Giulia,8965,Italy,B&B,0,46.06411,13.23405
165647,Dammusi della Mareddra,"Via delle Mareddre, 7",91017,+39 0923918426,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.74514,12.00323
165656,Mercure Roma Centro Termini,"Via Agostino Depretis, 104",00184,+39 0687165320,,Rome Termini Station,352,Rome,117,Italy,,4,41.90077,12.49433
165661,Amsterdam Suite Hotel & Spa,"Viale Regina Elena, 9",47921,+39 0541391820,,Rimini Central Marina,619,Rimini & Vicinity,233,Italy,Hotel,4,44.06252,12.58634
165665,Balconies d'Orlando,"Via Vittorio Veneto, 75",98071,+39 0941918042,,Capo d'Orlando,327,Sicily,3,Italy,Residence,0,38.16067,14.74475
165686,Le Casette di Marilena,Contrada Da Kazzen,91017,+39 329 6542218,,Pantelleria Island,230,Sicily,3,Italy,Appartamento,0,36.82432,11.9366
165690,Ruggero Settimo Room & Suite,"Via Valerio Villareale, 6",90141,+39 0916486226,,Palermo,135,Sicily,3,Italy,B&B,0,38.12262,13.35621
165710,Casa dei Mori,"Via Palermo, 64",90049,+39 092431228 / +39 3894241720,+39 092431228,Terrasini,318,Sicily,3,Italy,Appartamento,0,38.15247,13.08613
165715,Hotel Almas Paestum,Via S.S.18 Ponte Barizzo,84047,+39 0828728020,,Paestum,211,Cilento,72,Italy,Hotel,3,40.46801,15.01402
165725,Palazzo Cappuccini Art Relais,"C.so Vittorio Emanuele, 730",80122,+39 08118404632,,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Dimora di Charme,0,40.83275,14.21977
165731,Le Corti del Turchese,"Hotel Horizon, Via Mare, 31",07030,+39 079683052,,Badesi,201,Olbia & Vicinity,6,Italy,Residence,2,40.9669,8.87538
165736,Appartamento Jasmine,"Via Contrada Silemi, 15",98037,+39 0942652151,,Letojanni,35,Sicily,3,Italy,Appartamento,0,37.8871,15.31477
165737,Casa delle Sirene,Via Luigi Rizzo,98037,+39 0942652151,,Letojanni,35,Sicily,3,Italy,Appartamento,0,37.88614,15.31444
165738,Casa Don Michele,"Via Contrada Silemi, 3",98037,+39 0942652151,,Letojanni,35,Sicily,3,Italy,Appartamento,0,37.88621,15.31458
165739,Casa Torre dei Pirati,"Via Contrada Silemi, 1",98037,+39 0942652151,,Letojanni,35,Sicily,3,Italy,Appartamento,0,37.88641,15.31446
165740,Case Borgo Vacanze,"Via Vittorio Emanuele, 398",98037,+39 0942 652151,,Letojanni,35,Sicily,3,Italy,Case Vacanza,0,37.88307,15.30992
165741,Hotel Scandinavia,"Via Zolezzi, 4",54100,+39 0585240295,,Massa,920,Tuscany,396,Italy,Hotel,3,44.00734,10.10247
165747,La Sosta Di Ottone III,"Loc. Chiesanuova, 39",19015,+39 0187814502,,Levanto,10823,Liguria,408,Italy,Hotel,0,44.17158,9.64729
165748,VistAmare Luxury Retreat,"Viale Mazzini, 85",16039,+39 0185699099,,Sestri Levante,749,Liguria,408,Italy,Appartamento,0,44.27763,9.39343
165750,L'Attico Di Piazza Mazzini,"Piazza Mazzini, 56",73100,+39 3927673784,,Lecce City,51,Salento,77,Italy,B&B,0,40.35258,18.17936
165751,Palazzo De Mori,Via Bastioni Pelagi,73028,+39 0836 801088,,Otranto,79,Salento,77,Italy,Dimora di Charme,0,40.14543,18.49295
165753,Borgo Segine,Via Euterpe km 2.7,73029,+39 337826617,,Melendugno,315,Salento,77,Italy,Masseria,0,40.30503,18.34612
165755,Fortuna Beach Hotel,"Via Litoranea, 45",80076,+39 0813931445,,Lacco Ameno,28,Ischia Island,67,Italy,Hotel,3,40.75086,13.89729
165758,Masseria San Giovanni,Via delle Poste,72016,+39 080 2228222,,Fasano,27,Central Apulia,76,Italy,Masseria,0,40.79685,17.4759
165759,Ibis Budget Alicante,Calle Belgica 3b Pension Sin Comedor,03008,00 34 965 10 90 53,,Alicante,1026,Alicante,435,Spain,,1,38.31338,-0.51774
165760,Best Western Premier Sofraga Palacio,"C/ Lopez Nunez, 1",5001,00 34 920 25 40 80,,Avila,1049,Avila,458,Spain,,4,40.65788,-4.69732
165761,Ibis Budget Bilbao Arrigorriaga,Poligono Industrial Martiartu Ii Pension 1 - H-Bi-,48480,00 34 946 71 25 84,,Basauri,1062,Basauri,470,Spain,,1,43.20297,-2.8906
165762,Ibis Budget Bilbao Barakaldo,Retuerto 69 Barrio De Kareaga Norte Nº Reg Hbi1157,48903,00 34 944 18 01 36,,Bilbao,1076,Bilbao,481,Spain,,1,43.28597,-3.00563
165763,Ibis Budget Bilbao City,Calle Zankoeta 9 Nº Reg H.Bi.01272,48013,00 34 946 46 99 00,,Bilbao,1076,Bilbao,481,Spain,,1,43.25835,-2.94687
165765,Vincci Consulado De Bilbao,Mazarredo Zumarkalea 22,48009,00 34 946 44 20 61,,Bilbao,1076,Bilbao,481,Spain,,4,43.2678,-2.93126
165766,Bilbao City Center By Abba Suites,Huertas De La Villa 15,48007,00 34 946 46 50 55,,Bilbao,1076,Bilbao,481,Spain,,3,43.26751,-2.92638
165767,Ibis Budget Madrid Getafe,Rio Bembezar 16 A Cla Cc Nassica Hotel 1,28906,00 34 916 21 38 50,,Getafe,1165,Getafe,566,Spain,,1,40.27676,-3.69528
165769,Ibis Budget Lleida,C Maria Montesori Sn,25001,00 34 973 21 41 80,,Lerida,1236,Lerida,612,Spain,,2,41.60715,0.63366
165770,Mercure Lugo Centro,Calle Marina Espanola No 29,27002,+34 982 83 10 80,,Lugo,1247,Lugo,622,Spain,,4,43.0099,-7.556
165771,Ibis Budget Madrid Calle 30,"Calle Lozano 3, Puente de Vallecas",28053,00 34 915 01 21 33,,Atocha & Lavapies,1248,Madrid,623,Spain,Hotel,1,40.39652,-3.67094
165772,Ibis Budget Madrid Calle Alcala,Rufino Gonzalez 19,28037,0034 913 04 04 41,,Ciudad Lineal & IFEMA,1252,Madrid,623,Spain,,0,40.43933,-3.62712
165773,Ibis Budget Madrid Centro Las Ventas,Calle Siena 10 Paralela Con Alcala 271,28027,0034 810 58 37 37,,Ciudad Lineal & IFEMA,1252,Madrid,623,Spain,Hotel,1,40.4326,-3.65621
165774,Ibis Budget Madrid Centro Lavapies,"Calle De Valencia 8, 10",28012,0034 918 23 03 85,,Atocha & Lavapies,1248,Madrid,623,Spain,,1,40.40851,-3.70098
165775,Ibis Budget Madrid Vallecas,C Casas De Miravete 17,28031,0034 913 05 21 74,,Madrid vicinity,1256,Madrid,623,Spain,Hotel,1,40.37228,-3.64076
165776,Ibis Styles Madrid City Las Ventas,Albacete 1A (plantas de la 1 a la 3),28027,0034 917 24 76 00,,Ciudad Lineal & IFEMA,1252,Madrid,623,Spain,Hotel,4,40.4413591,-3.65752995
165779,Vincci The Mint,Calle Gran Vía 10,28013,0034 912 030650,,Gran Via,1254,Madrid,623,Spain,Hotel,4,40.4196,-3.69867
165781,Ibis Budget Málaga Centro,Calvo No 4,29007,0034 951 213854,,Malaga,1289,Malaga,625,Spain,Hotel,1,36.71871,-4.42764
165782,Palacio Solecio,"Calle Granada, 61",29015,0034 952 222000,,Malaga,1289,Malaga,625,Spain,Hotel,4,36.72228,-4.41786
165783,Ibis Budget Huerta De Murcia,Jose Manuel Sanchez Pedreno 6,30009,0034 968 132374,,Murcia,1332,Murcia,654,Spain,Hotel,1,38.00057,-1.14826
165784,Ibis Budget Barcelona Sant Andreu De La Barca,C Energia 1,08740,0034 936 53 54 70,,Sant Andreu de la Barca,1429,Sant Andreu de la Barca,749,Spain,Hotel,2,41.45266,1.97481
165786,Ibis Budget Sevilla Aeropuerto,"Plaza Gota de Leche, 1",41007,0034 954 36 73 96,,La Macarena,1447,Seville,766,Spain,,1,37.40832,-5.95098
165787,Ibis Styles Sevilla Santa Justa,Avenida De La Buhaira 2,41018,0034 955 94 41 55,,San Bernardo,1450,Seville,766,Spain,Hotel,3,37.38669,-5.97851
165790,Coroa Downtown 13,Calle Murillo 13,46001,0034 963 74 84 89,,Valencia City Centre,1507,Valencia,803,Spain,Appartamento,0,39.47521,-0.38195
165791,Ibis Budget Valencia Alcasser,Carrer Dels Fusters 51,46290,0034 961 24 21 70,,Valencia vicinity,1508,Valencia,803,Spain,Hotel,1,39.36528,-0.42956
165793,Ibis Styles Barcelona City Bogatell,Carrer De Llull 71,08005,0034 934 83 37 48,,Sant Marti (Harbour/Forum/Poblenou),1011,Barcelona,422,Spain,Hotel,2,41.39474,2.19347
165794,OD Ocean Drive Barcelona,Carrer D'Aragó 300,08009,0034 932 15 08 99,,Eixample,1004,Barcelona,422,Spain,Hotel,5,41.3938,2.16763
165795,Capo Rizzuto Resort,Località Capo Piccolo,88841,+39 3388227830,,Isola di Capo Rizzuto,173,Calabria Ionian Sea,406,Italy,Residence,0,38.91324,17.07539
165796,Tenuta di Canonica,Voc Casalzetta 75,06059,+39 0758947545,,Todi,773,Umbria,8972,Italy,Dimora di Charme,0,42.78049,12.35851
165802,Mare Nostrum Hotel,"Contrada Pettolecchia, senza numero civico",72015,3804729032,,Savelletri di Fasano,11686,Central Apulia,76,Italy,Hotel,4,40.86735,17.41415
165803,San Leo Residence,Via Manzoni snc - Sanleo di briatico,89817,+39 3289546569,,Briatico,156,Calabria Tirrenian Sea,405,Italy,Residence,0,38.7196,16.0245
165805,Coclee Suite Palace,"Via Armando Diaz, 19",73050,+39 3533233484,,Salve,104,Salento,77,Italy,Dimora di Charme,0,39.85921,18.29376
165806,Casa Mascolo Apartment,"Via Gaetano Morgera, 224",80075,+39 334 1673128,,Forio,31,Ischia Island,67,Italy,Appartamento,0,40.73238,13.8612
165809,Villa To Ischia With Love,"Via Nuova Cartaromana, 119",80077,+39 3913320213,,Ischia,14,Ischia Island,67,Italy,Appartamento,0,40.72751,13.95856
165810,Re Sale Hotel,"Largo Burgarella, 14",91100,+39 0923947972,,Trapani,110,Sicily,3,Italy,Hotel,4,38.01529,12.51245
165815,Laghetto 19,"Via del Laghetto, 19",01010,+39 3391463964,,Viterbo,719,Lazio,8966,Italy,Appartamento,0,42.55074,11.91182
165826,Hotel Gran Baita,"Via Villaggio Alpino, 21",10050,+39 0122850183,,Sauze d'Oulx,943,Piedmont,8970,Italy,Hotel,3,45.02722,6.85639
165827,Torrenova di Assisi Country House,"Via Canini, 122",06081,+39 0758039372,,Assisi,655,Umbria,8972,Italy,Hotel,0,43.12602981,12.53490686
165829,Antica Rheginna Luxury Room,"Corso Vittorio Emanuele, 154",84010,+39 3501724301,,Minori,160,Amalfi Coast,310,Italy,B&B,0,40.65292,14.62499
165859,Charme En Bleu,"Via Fratte, 51",80053,+39.081.19577331,,Sorrento,100,Sorrento Coast,68,Italy,Appartamento,0,40.68845,14.47653
165868,Hotel Bruna,"Viale Melozzo Da Forlì, 17",47042,+39.0547.81976,,Cesenatico,631,Emilia-Romagna,410,Italy,Hotel,3,44.18204,12.41945
165871,B&B Hotel Passo Tre Croci Cortina,"Strada Regionale 48, Località Passo Tre Croci",32043,+39 0436 1996180,,Cortina d'Ampezzo,693,Veneto,8973,Italy,Hotel,3,46.5567,12.20217
165875,Acacia Marina,"Via Delle Sirene, 35",97010,+39 0932 239200,,Marina di Ragusa,796,Sicily,3,Italy,Hotel,4,36.78305,14.56488
165884,Al Raggio di Sole,"Via Barche a Vela, 11",84010,+39 3474334172,,Maiori,167,Amalfi Coast,310,Italy,B&B,0,40.64906,14.63996
165887,Hotel Castello di Reschio,Tabaccaia di Reschio,06060,+39 075844362,,Perugia,452,Umbria,8972,Italy,Hotel,5,43.27605,12.19882
165914,Villa Antonina,Baia de Bahas,07020,+39 3458447023,,Porto Rotondo,776,Olbia & Vicinity,6,Italy,Residence,0,41.00133,9.57004
165917,Hotel S'Arena Beach,Località S'Arenarju,08029,+39 07841010106,,La Caletta - Siniscola,181,Olbia & Vicinity,6,Italy,Hotel,4,40.60111,9.7454
165925,Hotel Souvenir,"Viale Venezia, 2",30016,+39 0421380562,,Lido di Jesolo,10818,Veneto,8973,Italy,Hotel,3,45.50313,12.64118
165946,A Casa Nostra,"Via Lugano, 29",47924,+39 3279818296,,Miramare,621,Rimini & Vicinity,233,Italy,Hotel,3,44.02845,12.61999
165947,Masseria Corsano,"Strada Torsano, 5",73048,+39 3317568988,,Nardo,293,Salento,77,Italy,Masseria,0,40.18316,17.9594
165956,Insula Boutique Hotel,"Via Flavio Gioia, 43/45",80079,+39 0813087617,,Procida,60,Procida Island,70,Italy,Hotel,4,40.75735,14.01822
165972,Hotel Haway,"Viale Regina Margherita, 38",47924,+39 0541370907,,Rivazzurra,620,Rimini & Vicinity,233,Italy,Hotel,3,44.03876,12.61322
165976,Piccolo Hotel - Adults Only,"Via del Biancospino, snc",08020,+39 0632092929,,Budoni,182,Olbia & Vicinity,6,Italy,Hotel,4,40.7414,9.7041
165994,Hotel Hermitage,"Via del Colle, 50",10058,+39 012270380,,Sestriere,880,Piedmont,8970,Italy,Hotel,3,44.96973,6.89111
165995,Residence Nube d’Argento,"Via Del Colle, 11",10058,+39 012270380,,Sestriere,880,Piedmont,8970,Italy,Residence,3,44.97022,6.89327
165997,Relais San Martino Salento,"Via Corsica, 95",73057,+39 08331824188,,Taviano,399,Salento,77,Italy,Hotel,4,39.98391,18.08669
165998,Fiveplace Design Suite & Apartments,"Via Garibaldi, 20",91100,+39 3331464739,,Trapani,110,Sicily,3,Italy,Residence,0,38.017,12.51032
166009,Europalace Hotel,"Via Callisto Cosulich, 20",34074,+39 0481710709,,Gorizia,918,Friuli-Venezia Giulia,8965,Italy,Hotel,4,45.80285,13.52879
166019,Hotel Silvia,"Via Sicilia, 60",47843,+39 0541615655,,Misano Adriatico,634,Rimini & Vicinity,233,Italy,Hotel,3,43.98361,12.68806
166020,Hotel Ariston,"Via Gabriele D'Annunzio, 23",47843,+39 0541 610433,,Misano Adriatico,634,Rimini & Vicinity,233,Italy,Hotel,3,43.97798,12.70042
166024,Villa Elisio Hotel & Spa,"C.so Amedeo Di Savoia - Traversa Via Cagnazzi, 29",80136,+39 08118193835,,Capodimonte,339,Naples & Vicinity,73,Italy,Hotel,4,40.86192,14.24958
166028,Hotel Santa Chiara,"Santa Croce, 548",30135,+39 0415206955,,Santa Croce Venice,364,Venice,128,Italy,Hotel,4,45.43851,12.31956
166037,Italy Camping Village,"Via Fausta, 272",30013,+39 041968090,,Cavallino-Treporti,11251,Veneto,8973,Italy,Villaggio,0,45.46857,12.53303
166038,Residence Village,"Via F. Baracca, 47",30013,+39 041968027,,Cavallino-Treporti,11251,Veneto,8973,Italy,Hotel Residence,0,45.48033987,12.57369697
166054,Porto Cesareo Camping,"Via Torre Lapillo, km 0,7",73010,+39 0833 565312,,Porto Cesareo,308,Salento,77,Italy,Villaggio,3,40.29023,17.82745
166079,I Point Hotel,"Via Maestri del Lavoro, 3",40017,+39 0514984896,,San Giovanni in Persiceto,11804,Emilia-Romagna,410,Italy,Hotel,4,44.63151,11.16954
166096,Hyele Experience Accomodation,C.da Ardisani Snc,84040,333 195 8861,,Casal Velino,235,Cilento,72,Italy,Residence,0,40.19543,15.12634
166098,Hotel Le Fucine,"Via Nazionale, 41",33042,04321833239,,Udine Vicinity,721,Friuli-Venezia Giulia,8965,Italy,Hotel,4,46.00334,13.33999
166099,Toledo 1 Apartament,"Via Cesare Battisti, 15",80134,+39 3427770277,,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Appartamento,0,40.84295,14.25119
166100,Toledo 2 Apartment,"Via Cesare Battisti, 15",80134,+39 342 7770277,,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Appartamento,0,40.843,14.25138
166101,Toledo Home 116,"Via Toledo, 116",80134,+39 342 7770277,,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Appartamento,0,40.84255,14.24919
166114,The Inn & The View at the Spanish Steps and Annex,"Via Condotti, 85",00187,+39 0669925657,,Spagna,422,Rome,117,Italy,Hotel,4,41.90562,12.48149
166117,Campanile Venice Mestre,Via Ca' Marcello 8/g 30172 Mestre,30172,+39 041 969 0961,,Mestre,365,Venice,128,Italy,,3,45.48158,12.23794
166119,La Loggia Historic Resort,"Via Dante Alighieri, 2",61012,+39 0541964154,,Gradara,11501,Marche,8968,Italy,Hotel,0,43.94131,12.77336
166120,Ok Home Pescara Rooms,"Piazza del Sacro Cuore, 36",65122,+39 338 5847910,,Pescara,657,Abruzzo,409,Italy,B&B,0,42.47092,14.20659
166122,Ferrini Home Etnea Heritage,"Via Etnea, 248",95129,+39 03481137291,,Catania,54,Sicily,3,Italy,Residence,0,37.50971,15.08584
166123,Ferrini Home Riso 80,"Via Riso, 80",95128,+39 0950932592,,Catania,54,Sicily,3,Italy,Residence,0,37.51478,15.08854
166125,Laqua Vineyard,"Via del Teatro, 8",28016,+39 0587 346782,,Pisa,484,Tuscany,396,Italy,Dimora di Charme,0,43.54444,10.68516
166126,Alpe Cimbra HM Hotel,"Via Pasubio, 40",00148,+39 0464076103,,Folgaria,640,Trentino-Alto Adige,8971,Italy,Hotel,3,45.8902,11.15308
166135,Acquasanta Relais,"Contrada Acquasanta, 6",84050,+39 3426228327,,Laureana Cilento,10979,Cilento,72,Italy,Residence,0,40.3151,15.03755
166137,The Corner Duomo Hotel,"Via Adalberto Catena, 2",20121,+39 0287044100,,Milan Historical Centre,387,Milan,149,Italy,Hotel,4,45.46703,9.19212
166139,The Caesar Hotel Roma marad,"Via della Pisana, 374",00161,+39 0564 870068,,Rome Vicinity,566,Lazio,8966,Italy,Hotel,4,41.86862,12.41215
166143,Case Vacanza Terrasini 2000,"Via Archimede, 18",90049,+39 3201941913,,Terrasini,318,Sicily,3,Italy,Case Vacanza,0,38.1525,13.08447
166144,Riva Toscana Golf Resort & SPA,"Strada Provinciale 152, km 47",58022,+39 0566028036,,Follonica,11561,Tuscany,396,Italy,Hotel,4,42.94147,10.72204
166145,Appartamento Dei Dogi,"largo duchi Piccolomini, 37",84011,+39 089871589,,Amalfi,151,Amalfi Coast,310,Italy,Appartamento,0,40.63419,14.6
166146,Amalfitano Apartments Mare,Via Largo Duchi Piccolomini,,+39 089871589,,Amalfi,151,Amalfi Coast,310,Italy,Appartamento,0,40.63419,14.6
166147,Botanique,"Via Carlo Pisacane, 29",80139,+39 0812246910,,Naples Central Station,341,Naples & Vicinity,73,Italy,B&B,0,40.85862,14.26608
166148,VOI Le Muse Essentia,Località Praia,10126,+39 0963394821,,Zambrone,157,Calabria Tirrenian Sea,405,Italy,Hotel,0,38.70262,15.96453
166149,IKYK Hotel,Wilga Street,STJ 3111,+356 23285000,,Paceville,10881,Malta,5541,Malta,Hotel,3,35.92364,14.49025
166156,Dammusi Barone,Via delle Mareddre,91017,+39 092 3918426,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.74547,12.00462
166160,Hotel De Len,"Via Cesare Battisti, 66",32043,+39 04364246,,Cortina d'Ampezzo,693,Veneto,8973,Italy,Hotel,4,46.5388,12.13424
166161,I Mori dell'Etna,"Lungomare Tysandros, 62",98035,+39 3492988467,,Giardini Naxos,34,Sicily,3,Italy,Case Vacanza,0,37.83288,15.27027
166169,Residence La Corte Di Anastasia,"Via Gioacchino Rossini, 10",08020,+39 3423644775,,Torpè,11802,Olbia & Vicinity,6,Italy,Residence,0,40.62613,9.6779
166170,Kèramos Luxury Rooms,"Via Tumolieri, 4",92019,+39 3200327590,,Sciacca,96,Sicily,3,Italy,B&B,0,37.50847,13.08191
166172,Don Fernando 1938,"Via Pigni, 24",73035,+39 3284199912,,Miggiano,11805,Salento,77,Italy,Dimora di Charme,0,39.9632,18.30918
166173,Donna Cunce,"Via Pontenuovo, 28",80139,+39 3663573613,,Naples Central Station,341,Naples & Vicinity,73,Italy,Case Vacanza,0,40.8569,14.25983
166174,LH Hotel Domus Caesari,"Via Romana, 23",00047,+39 069387775,,Ciampino Airport,357,Rome,117,Italy,Hotel,4,41.77475,12.6428
166198,New Pescara City,"Via Ortona, 7",65122,+39 338584 7910,+39 338584 7910,Pescara,657,Abruzzo,409,Italy,B&B,0,42.46757,14.20959
166199,Il Pennello,"Via Matteo Camera, 5",84011,3387792571,,Amalfi,151,Amalfi Coast,310,Italy,Case Vacanza,0,40.63376,14.60166
166200,Il Sogno,"Via Matteo Camera, 5",84011,-,,Amalfi,151,Amalfi Coast,310,Italy,Case Vacanza,0,40.63376,14.60166
166201,Sant'Angelo Palace,"Piazza Garibaldi, 60",80142,+39 0812138511,,Naples Central Station,341,Naples & Vicinity,73,Italy,Hotel,4,40.84968,14.26844
166203,My Hotels Terrasini,"Via Empedocle, 1",90049,+39 3517750028,,Terrasini,318,Sicily,3,Italy,Hotel,4,38.1033,13.07933
166212,Locanda Le Isole,Via Di Cavallicho 3H 3I,50038,+39 0558406119,,Scarperia e San Piero,982,Florence,137,Italy,Hotel,0,44.05561,11.34008
166213,Casa Mare Blu,"Via Augustariccio, 24 - Via Pimenio Vescovo, 3",84011,3387792571,,Amalfi,151,Amalfi Coast,310,Italy,Case Vacanza,0,40.62715074,14.58363856
166217,Bisos Ospitalita Diffusa Eco-Sostenibile,"Via Roma, 1",09070,+39 349 6892197,,Abbasanta,11278,Cagliari & Vicinity,8943,Italy,B&B,3,40.08385,8.76434
166222,Toledo 3,"Via del Chiostro, 9",80134,+39 351 2820402,,Naples Historical Centre,333,Naples & Vicinity,73,Italy,B&B,0,40.84336,14.24902
166223,Tenuta Paifer,"Via Aziende Fontanelle, 57",73028,+39 3284744212,,Otranto,79,Salento,77,Italy,Agriturismo,0,40.18958,18.45186
166226,Porto Ottiolu Residence,"Via delle Mimose, 2",07051,3516521010,,Budoni,182,Olbia & Vicinity,6,Italy,Residence,0,40.73713,9.70911
166229,Appartamenti Arcipelago,Loc. Nisporto,57039,+39 0565939331,,Portoferraio,709,Elba Island,248,Italy,Residence,0,42.82281,10.38333
166230,Residence La Cota Quinta,"Str. per Nisporto, 134",57039,+39 0565 961201,,Portoferraio,709,Elba Island,248,Italy,Residence,0,42.82992,10.38062
166231,Chiusa di Rio,Loc. Grassera,57038,+39 0565939331,,Portoferraio,709,Elba Island,248,Italy,Residence,0,42.82416,10.41451
166232,Hotel Embassy & Boston,"Viale Anello del Pino, 17",48015,+39 054783090,,Milano Marittima,633,Emilia-Romagna,410,Italy,Hotel,4,44.28865,12.34842
166239,Tenuta Rocci Cerasoli,Contrada Yala snc,73052,+39 083317654,,Parabita,818,Salento,77,Italy,Masseria,4,40.0495,18.07844
166244,Hotel San Giuseppe,"Via Paolo Frascà, 6",89040,+39 3470188781,,Gerace,11811,Calabria Ionian Sea,406,Italy,Hotel,4,38.27235,16.21877
166266,Hotel Villa Maria,"Viale Carducci, 96",47042,+39 0547397018,,Cesenatico,631,Emilia-Romagna,410,Italy,Hotel,3,44.20131,12.40462
166268,Hotel Star,"Viale dei Mille, 22",47042,+39 054781812,,Cesenatico,631,Emilia-Romagna,410,Italy,Hotel,3,44.20244,12.40253
166279,Hotel Club Vacanze In,"Viale Italia, 316",48015,+39 054783090,,Cervia,837,Emilia-Romagna,410,Italy,Hotel,0,44.23149,12.3763
166280,Furore Grand Hotel,"Via Dell'Amore, 2",84010,+39 3891672464,,Furore,11326,Amalfi Coast,310,Italy,Hotel,5,40.61614,14.54778
166299,La Locanda del Cardinale,"Loc. Termini n.1, Frazione Filicaia",55031,+39 0583641006,,Lucca vicinity,682,Tuscany,396,Italy,Case Vacanza,0,44.13915,10.36587
166300,Agriturismo Il Trappeto,Contrada Crocefisso snc,73014,+39 0833296699,,Gallipoli,119,Salento,77,Italy,Agriturismo,0,40.07448,18.01655
166302,RG7 Apartments,"Via Monte Sant'Agata, 6",95124,+39 0956242750,,Catania,54,Sicily,3,Italy,Case Vacanza,0,37.50834,15.08552
166305,Best Western Hotel Blumarea,"Corso Italia, 143",07031,+39 079473070,,Castelsardo,203,Alghero & Vicinity,8942,Italy,Hotel,4,40.9002,8.68117
166307,Residenze Golfo di Marinella,Golfo di Marinella,07020,+39 078933083,,Golfo di Marinella,11681,Olbia & Vicinity,6,Italy,Hotel,0,41.00436,9.57232
166308,Casa Vacanza Azzurra,"Via Aquilonia, 2",91010,+39 3331464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.17173,12.74215
166309,Casa Vacanza Azzurra 2,"Via La Goulette, 38",91010,+ 39 333 1464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.17172,12.74186
166310,Casa Vacanza Azzurra 3,"Via La Goulette, 52",91010,+ 39 333 1464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.16969,12.74207
166311,Casa Vacanza Azzurra 4,"Via Generale Arimondi, 132",91010,+ 39 333 1464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.17002,12.73587
166312,Casa Vacanza Azzurra Centro,"Via San Vito al Tagliamento, 2",91010,+ 39 3331464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.17381,12.7322
166313,Casa Vacanza Azzurra Centro Villa,"Via San Vito al Tagliamento, 4",91010,+ 39 3331464739,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.17381,12.73219
166314,Città dei Templi Guest House,"Via Lunga, 4",92100,+39 3333444045,,Agrigento,91,Sicily,3,Italy,B&B,0,37.31081,13.57937
166317,Hotel Royal,"Viale G. Carducci, 292",47042,+39 054783090,,Cesenatico,631,Emilia-Romagna,410,Italy,Hotel,4,44.18076,12.42582
166330,Residence Oasis,Viale I Maggio,07041,+39 079 950526,,Alghero,206,Alghero & Vicinity,8942,Italy,Hotel Residence,4,40.58464,8.31122
166335,Grands Suites Hotel Residences and Spa,Il Triq Ir- Rebha Gzira,GZR 1321,00356 2328 5000,,Sliema,7029,Malta,5541,Malta,Hotel,0,35.90419,14.49339
